name;durantion_ms;explicit;added_at;album;release_date;artist_id;audio_features.danceability;audio_features.energy;audio_features.key;audio_features.loudness;audio_features.mode;audio_features.speechiness;audio_features.acousticness;audio_features.instrumentalness;audio_features.liveness;audio_features.valence;audio_features.tempo;audio_features.type;audio_features.id;audio_features.uri;audio_features.track_href;audio_features.analysis_url;audio_features.duration_ms;audio_features.time_signature;audio_features.error.status;audio_features.error.message
Sweet Home Chicago;2.9882166666666667;False;2020-01-28T15:54:13Z;King Of The Delta Blues Singers (Volume 2);1936;0f8MDDzIc6M4uH1xH0o0gy;0.658;0.121;6.0;-12.142;1.0;0.0928;0.966;1.69e-05;0.0808;0.383;97.831;audio_features;1guIEbEw6v69ubNOuH9Aug;spotify:track:1guIEbEw6v69ubNOuH9Aug;https://api.spotify.com/v1/tracks/1guIEbEw6v69ubNOuH9Aug;https://api.spotify.com/v1/audio-analysis/1guIEbEw6v69ubNOuH9Aug;179293.0;4.0;;
Fake Tales Of San Francisco;2.9657666666666667;False;2020-01-28T03:43:34Z;Whatever People Say I Am, That's What I'm Not;2006-01-29;7Ln80lUS6He07XvHI8qqHH;0.454;0.778;9.0;-4.225;1.0;0.0449;0.00998;0.0;0.0427;0.704;127.158;audio_features;7BuzJmV2h6eBbSDdRaDY7C;spotify:track:7BuzJmV2h6eBbSDdRaDY7C;https://api.spotify.com/v1/tracks/7BuzJmV2h6eBbSDdRaDY7C;https://api.spotify.com/v1/audio-analysis/7BuzJmV2h6eBbSDdRaDY7C;177947.0;4.0;;
Teddy Picker;2.75;False;2020-01-28T03:43:01Z;Favourite Worst Nightmare;2007-04-22;7Ln80lUS6He07XvHI8qqHH;0.637;0.963;9.0;-5.116;1.0;0.0882;0.000286;0.000889;0.0449;0.823;150.1;audio_features;5kxVyCgEUND7E2QKG7JmoF;spotify:track:5kxVyCgEUND7E2QKG7JmoF;https://api.spotify.com/v1/tracks/5kxVyCgEUND7E2QKG7JmoF;https://api.spotify.com/v1/audio-analysis/5kxVyCgEUND7E2QKG7JmoF;165000.0;4.0;;
Fluorescent Adolescent;3.0648833333333334;False;2020-01-28T03:42:23Z;Favourite Worst Nightmare;2007-04-22;7Ln80lUS6He07XvHI8qqHH;0.654;0.828;1.0;-5.377;0.0;0.0281;0.00146;0.000144;0.122;0.79;112.056;audio_features;2x8evxqUlF0eRabbW2JBJd;spotify:track:2x8evxqUlF0eRabbW2JBJd;https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd;https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd;183893.0;4.0;;
505;4.2264333333333335;False;2020-01-28T03:42:11Z;Favourite Worst Nightmare;2007-04-22;7Ln80lUS6He07XvHI8qqHH;0.526;0.866;0.0;-5.822;1.0;0.0568;0.00287;7.78e-05;0.0945;0.248;140.266;audio_features;0BxE4FqsDD1Ot4YuBXwAPp;spotify:track:0BxE4FqsDD1Ot4YuBXwAPp;https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp;https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp;253587.0;4.0;;
Feel The Vibe;4.014733333333333;True;2020-01-28T00:45:11Z;1123;2019-07-26;07d5etnpjriczFBB8pxmRe,3jK9MiCrA42lLAdMGUZpwa;0.631;0.8;2.0;-6.546;0.0;0.0506;0.188;0.000533;0.64;0.857;87.482;audio_features;3KapR70eIR6Zm3kJfG4oB3;spotify:track:3KapR70eIR6Zm3kJfG4oB3;https://api.spotify.com/v1/tracks/3KapR70eIR6Zm3kJfG4oB3;https://api.spotify.com/v1/audio-analysis/3KapR70eIR6Zm3kJfG4oB3;240884.0;4.0;;
This Land;5.6944333333333335;True;2020-01-27T19:27:49Z;This Land;2019-02-22;01aC2ikO4Xgb2LUpf9JfKp;0.506;0.921;10.0;-2.967;0.0;0.0606;0.019;8.09e-05;0.0677;0.279;82.033;audio_features;0Jxl1PdSbiQPYRPVdzBdES;spotify:track:0Jxl1PdSbiQPYRPVdzBdES;https://api.spotify.com/v1/tracks/0Jxl1PdSbiQPYRPVdzBdES;https://api.spotify.com/v1/audio-analysis/0Jxl1PdSbiQPYRPVdzBdES;341667.0;4.0;;
This Is America;3.7628833333333334;True;2020-01-27T13:18:32Z;This Is America;2018-05-06;73sIBHcqh3Z3NyqHKZ7FOL;0.854;0.463;5.0;-6.159;1.0;0.137;0.117;0.0;0.354;0.549;120.024;audio_features;0b9oOr2ZgvyQu88wzixux9;spotify:track:0b9oOr2ZgvyQu88wzixux9;https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9;https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9;225773.0;4.0;;
BUILT FOR LOVE (feat. Jazmine Sullivan);3.4218;False;2020-01-27T02:16:42Z;PAUL;2019-08-09;2FMOHE79X98yptp4RpPrt7,7gSjFKpVmDgC2MMsnN8CYq;0.657;0.455;5.0;-10.586;1.0;0.0667;0.586;1.87e-05;0.18;0.488;129.943;audio_features;5LpLw3R6TDlvmOIsgeCNjy;spotify:track:5LpLw3R6TDlvmOIsgeCNjy;https://api.spotify.com/v1/tracks/5LpLw3R6TDlvmOIsgeCNjy;https://api.spotify.com/v1/audio-analysis/5LpLw3R6TDlvmOIsgeCNjy;205309.0;4.0;;
Come Home (feat. André 3000);4.446866666666667;True;2020-01-27T00:04:11Z;Ventura;2019-04-12;3jK9MiCrA42lLAdMGUZpwa,74V3dE1a51skRkdII8y2C6;0.567;0.815;8.0;-4.915;1.0;0.141;0.0144;2.14e-05;0.126;0.325;164.834;audio_features;6RpunyUP44SDweJPDScLSF;spotify:track:6RpunyUP44SDweJPDScLSF;https://api.spotify.com/v1/tracks/6RpunyUP44SDweJPDScLSF;https://api.spotify.com/v1/audio-analysis/6RpunyUP44SDweJPDScLSF;266813.0;4.0;;
Preta Pretinha;6.624883333333333;False;2020-01-24T09:39:44Z;Acabou Chorare;1972;2ohBjgFT9V0LRDWO2wF9DJ;0.704;0.561;7.0;-7.177;1.0;0.033;0.845;7.65e-06;0.108;0.773;124.861;audio_features;0q1hmhVWdR04mZup6mR56u;spotify:track:0q1hmhVWdR04mZup6mR56u;https://api.spotify.com/v1/tracks/0q1hmhVWdR04mZup6mR56u;https://api.spotify.com/v1/audio-analysis/0q1hmhVWdR04mZup6mR56u;397493.0;4.0;;
Tico Tico;2.7826666666666666;False;2020-01-23T23:01:53Z;South Of The Border;1995-07-25;1FSHNjMiq1QijpQVkckuAy;0.606;0.576;5.0;-10.04;1.0;0.0352;0.67;0.16;0.143;0.543;129.51;audio_features;0cjVP8fLCL56u4qssBJ2N3;spotify:track:0cjVP8fLCL56u4qssBJ2N3;https://api.spotify.com/v1/tracks/0cjVP8fLCL56u4qssBJ2N3;https://api.spotify.com/v1/audio-analysis/0cjVP8fLCL56u4qssBJ2N3;166960.0;4.0;;
Ornithology;3.026666666666667;False;2020-01-23T23:00:30Z;Burnin' Bird;2002-07-30;4Ww5mwS7BWYjoZTUIrMHfC;0.674;0.422;7.0;-12.276;1.0;0.0605;0.88;0.0287;0.0849;0.866;111.183;audio_features;6OL8JhkEAbDEqkAAfZdsuq;spotify:track:6OL8JhkEAbDEqkAAfZdsuq;https://api.spotify.com/v1/tracks/6OL8JhkEAbDEqkAAfZdsuq;https://api.spotify.com/v1/audio-analysis/6OL8JhkEAbDEqkAAfZdsuq;181600.0;4.0;;
Salt Peanuts;6.116216666666666;False;2020-01-23T22:58:55Z;Steamin' With The Miles Davis Quintet;1961;71Ur25Abq58vksqJINpGdx;0.489;0.828;4.0;-7.114;1.0;0.0759;0.407;0.00498;0.124;0.331;91.509;audio_features;3N8RYqxZwy3IGACBYzZ4lN;spotify:track:3N8RYqxZwy3IGACBYzZ4lN;https://api.spotify.com/v1/tracks/3N8RYqxZwy3IGACBYzZ4lN;https://api.spotify.com/v1/audio-analysis/3N8RYqxZwy3IGACBYzZ4lN;366973.0;4.0;;
Minor Swing;3.2771;False;2020-01-23T22:54:27Z;Djangologie Vol6 / 1937;1970;5Z1XZyEFY0dewG8faEIiEx,6AfbDYupHV5e6nse9W6tKG,6ufQwLbg8fB1I6aRQb3aUn;0.58;0.47;9.0;-8.787;0.0;0.168;0.933;0.743;0.098;0.738;202.376;audio_features;0NDjQezJaEC1KX9TfwEfzf;spotify:track:0NDjQezJaEC1KX9TfwEfzf;https://api.spotify.com/v1/tracks/0NDjQezJaEC1KX9TfwEfzf;https://api.spotify.com/v1/audio-analysis/0NDjQezJaEC1KX9TfwEfzf;196627.0;4.0;;
You And Me;4.333333333333333;False;2020-01-23T20:27:14Z;Aijuswanaseing;2000-11-14;3UVRliakQfa1pMWIsNuiZ8;0.56;0.681;11.0;-7.58;0.0;0.0574;0.0573;0.0;0.532;0.349;71.046;audio_features;7FVUcz7xAkgzkVfxxkT38Z;spotify:track:7FVUcz7xAkgzkVfxxkT38Z;https://api.spotify.com/v1/tracks/7FVUcz7xAkgzkVfxxkT38Z;https://api.spotify.com/v1/audio-analysis/7FVUcz7xAkgzkVfxxkT38Z;260000.0;4.0;;
Intentions;3.997516666666667;False;2020-01-23T20:27:08Z;Sounds Of Crenshaw Vol. 1;2017-07-14;5FX9U5mxQwpO3TXF0OGadm,0mpFXzm8CkqkhvN4PLCYkV;0.776;0.417;5.0;-12.947;0.0;0.0495;0.112;0.462;0.133;0.608;103.0;audio_features;7GqMTWXnrPMaSEnhFtFkgb;spotify:track:7GqMTWXnrPMaSEnhFtFkgb;https://api.spotify.com/v1/tracks/7GqMTWXnrPMaSEnhFtFkgb;https://api.spotify.com/v1/audio-analysis/7GqMTWXnrPMaSEnhFtFkgb;239852.0;4.0;;
Violin Concerto in D Minor, Op. 47: I. Allegro moderato;13.624433333333334;False;2020-01-23T02:25:50Z;Sibelius: Violin Concerto in D Minor, Op. 47;1960;7jzR5qj8vFnSu5JHaXgFEr,7yaBUcdjmqPP2vIv6F5bFD,0HWuonL171C0P8kDgweL4B;0.244;0.201;10.0;-19.12;1.0;0.044;0.894;0.34;0.0971;0.0724;102.201;audio_features;0Yy9b3eEu1paK4Q0kMLO3v;spotify:track:0Yy9b3eEu1paK4Q0kMLO3v;https://api.spotify.com/v1/tracks/0Yy9b3eEu1paK4Q0kMLO3v;https://api.spotify.com/v1/audio-analysis/0Yy9b3eEu1paK4Q0kMLO3v;817467.0;3.0;;
Friend Is a Four Letter Word;3.3764333333333334;False;2020-01-21T18:19:36Z;Fashion Nugget;1996-09-17;6A43Djmhbe9100UwnI7epV;0.432;0.587;9.0;-9.746;0.0;0.0258;0.107;0.000962;0.111;0.333;131.103;audio_features;3whcRXtzvXHNnHGQNZERKY;spotify:track:3whcRXtzvXHNnHGQNZERKY;https://api.spotify.com/v1/tracks/3whcRXtzvXHNnHGQNZERKY;https://api.spotify.com/v1/audio-analysis/3whcRXtzvXHNnHGQNZERKY;202587.0;4.0;;
You Turn The Screws;4.01155;True;2020-01-21T17:46:49Z;Prolonging the Magic;1998-02-05;6A43Djmhbe9100UwnI7epV;0.671;0.581;4.0;-11.073;0.0;0.035;0.0147;0.0834;0.0953;0.802;94.99;audio_features;4G48ECnni9GIC5vXCY7xOJ;spotify:track:4G48ECnni9GIC5vXCY7xOJ;https://api.spotify.com/v1/tracks/4G48ECnni9GIC5vXCY7xOJ;https://api.spotify.com/v1/audio-analysis/4G48ECnni9GIC5vXCY7xOJ;240693.0;4.0;;
The Guitar Man;3.886;False;2020-01-21T17:37:12Z;Pressure Chief;2004-10-04;6A43Djmhbe9100UwnI7epV;0.521;0.578;4.0;-6.158;0.0;0.0305;0.102;4.56e-05;0.223;0.726;155.902;audio_features;7shU2ah5hpW9QoaJuwkHdC;spotify:track:7shU2ah5hpW9QoaJuwkHdC;https://api.spotify.com/v1/tracks/7shU2ah5hpW9QoaJuwkHdC;https://api.spotify.com/v1/audio-analysis/7shU2ah5hpW9QoaJuwkHdC;233160.0;4.0;;
Mendelssohn: Violin Concerto in E Minor Op. 64: I. Allegro molto appassionato;12.90565;False;2020-01-18T15:57:50Z;Mendelssohn : Violin Concerto in E minor;1993-12-01;6MF58APd3YV72Ln2eVg710,2AL02x65Azh5v7Drur4KNp,37Lr1lIJy824MQIENRUnZn,0SlNRZ8zBLAgyB1lsoYxAa;0.25;0.192;4.0;-18.889;0.0;0.0425;0.933;0.0157;0.159;0.123;100.736;audio_features;1KpZV5L3I2PWFi1zIXFLkI;spotify:track:1KpZV5L3I2PWFi1zIXFLkI;https://api.spotify.com/v1/tracks/1KpZV5L3I2PWFi1zIXFLkI;https://api.spotify.com/v1/audio-analysis/1KpZV5L3I2PWFi1zIXFLkI;774507.0;4.0;;
Goldberg Variations, BWV 988: Aria;3.0808833333333334;False;2020-01-17T20:59:06Z;Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster);1981;5aIqB5nVVvmFsvSdExz408,13dkPjqmbcchm8cXjEJQeP;0.454;0.0139;4.0;-29.966;0.0;0.0514;0.995;0.943;0.0736;0.244;130.253;audio_features;5bu9A6uphPWg39RC3ZKeku;spotify:track:5bu9A6uphPWg39RC3ZKeku;https://api.spotify.com/v1/tracks/5bu9A6uphPWg39RC3ZKeku;https://api.spotify.com/v1/audio-analysis/5bu9A6uphPWg39RC3ZKeku;184853.0;4.0;;
Streets of Derry;3.902;False;2020-01-17T20:57:30Z;Bright Sunny South;2013;6TTJ0xLPPNDyv4bXyukzU4;0.402;0.165;7.0;-13.497;1.0;0.0367;0.915;7.76e-05;0.116;0.304;120.485;audio_features;3dAYwnGuqHp4fcCk2sOSz1;spotify:track:3dAYwnGuqHp4fcCk2sOSz1;https://api.spotify.com/v1/tracks/3dAYwnGuqHp4fcCk2sOSz1;https://api.spotify.com/v1/audio-analysis/3dAYwnGuqHp4fcCk2sOSz1;234120.0;4.0;;
Killa;3.203333333333333;False;2020-01-17T19:40:29Z;W H O K I L L;2011-04-18;0asVlqTLu3TimnYVyY5Jxi;0.831;0.67;0.0;-7.293;1.0;0.057;0.237;0.00963;0.223;0.816;115.972;audio_features;2Q0hgXJL6o8eorRQISECAX;spotify:track:2Q0hgXJL6o8eorRQISECAX;https://api.spotify.com/v1/tracks/2Q0hgXJL6o8eorRQISECAX;https://api.spotify.com/v1/audio-analysis/2Q0hgXJL6o8eorRQISECAX;192200.0;4.0;;
In The Real Early Morning;6.157633333333333;False;2020-01-17T13:58:22Z;In My Room;2016-07-01;0QWrMNukfcVOmgEU0FEDyD;0.277;0.0116;4.0;-20.913;1.0;0.0512;0.957;0.000255;0.108;0.3;63.066;audio_features;7kCPPKRi1NzoewyAR0w5KR;spotify:track:7kCPPKRi1NzoewyAR0w5KR;https://api.spotify.com/v1/tracks/7kCPPKRi1NzoewyAR0w5KR;https://api.spotify.com/v1/audio-analysis/7kCPPKRi1NzoewyAR0w5KR;369458.0;4.0;;
Shape Of You;4.02785;False;2020-01-16T19:12:37Z;The Song Society Playlist;2018-12-25;3XxxEq6BREC57nCWXbQZ7o;0.665;0.472;1.0;-10.199;1.0;0.104;0.377;0.0;0.217;0.507;81.902;audio_features;3LSTH3dFJ8tcZ1sXPKzPb1;spotify:track:3LSTH3dFJ8tcZ1sXPKzPb1;https://api.spotify.com/v1/tracks/3LSTH3dFJ8tcZ1sXPKzPb1;https://api.spotify.com/v1/audio-analysis/3LSTH3dFJ8tcZ1sXPKzPb1;241671.0;4.0;;
Blue Mountains;5.2937666666666665;False;2020-01-16T18:19:02Z;Lily-O;2014-09-26;6TTJ0xLPPNDyv4bXyukzU4;0.363;0.426;2.0;-11.967;1.0;0.0332;0.36;0.74;0.152;0.113;112.974;audio_features;3nbAcmGkzh5goAm3POro1S;spotify:track:3nbAcmGkzh5goAm3POro1S;https://api.spotify.com/v1/tracks/3nbAcmGkzh5goAm3POro1S;https://api.spotify.com/v1/audio-analysis/3nbAcmGkzh5goAm3POro1S;317627.0;4.0;;
Missy;3.8931;False;2020-01-16T12:46:46Z;Antifogmatic;2010-06-11;4gFssfOmWNY3LfIZ3zyoy4;0.546;0.14;2.0;-18.215;0.0;0.0401;0.813;5.8e-06;0.0773;0.133;114.317;audio_features;3ohJejAvKVqepuynBfMYea;spotify:track:3ohJejAvKVqepuynBfMYea;https://api.spotify.com/v1/tracks/3ohJejAvKVqepuynBfMYea;https://api.spotify.com/v1/audio-analysis/3ohJejAvKVqepuynBfMYea;233587.0;4.0;;
Marion;2.3611;False;2020-01-16T03:21:32Z;i,i;2019-08-09;4LEiUm1SRbFMgfqnQTwUbQ;0.297;0.0682;3.0;-13.147;1.0;0.0377;0.938;3.04e-05;0.108;0.235;79.694;audio_features;6eICehJWzcEk2880W6Apif;spotify:track:6eICehJWzcEk2880W6Apif;https://api.spotify.com/v1/tracks/6eICehJWzcEk2880W6Apif;https://api.spotify.com/v1/audio-analysis/6eICehJWzcEk2880W6Apif;141667.0;3.0;;
História De Pescadores;9.10555;False;2020-01-16T03:17:04Z;Saudade Da Bahia;2014-01-01;6FNc1pq9apWBGVjGUEd9tK,177N2fB1WvNBCQ4epjMQ3O;0.338;0.167;0.0;-14.783;1.0;0.0346;0.937;2e-05;0.13;0.297;80.028;audio_features;0qNZ7SXrdsAmK6phktoxL9;spotify:track:0qNZ7SXrdsAmK6phktoxL9;https://api.spotify.com/v1/tracks/0qNZ7SXrdsAmK6phktoxL9;https://api.spotify.com/v1/audio-analysis/0qNZ7SXrdsAmK6phktoxL9;546333.0;4.0;;
EARFQUAKE;3.1677666666666666;True;2020-01-16T02:21:37Z;IGOR;2019-05-17;4V8LLVI7PbaPR0K2TGSxFF;0.554;0.498;9.0;-8.866;1.0;0.0685;0.23;5.98e-06;0.795;0.413;79.635;audio_features;5hVghJ4KaYES3BFUATCYn0;spotify:track:5hVghJ4KaYES3BFUATCYn0;https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0;https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0;190067.0;4.0;;
On Sight;4.15755;False;2020-01-15T19:55:33Z;Free Nationals;2019-12-13;4596e2d3KmYzAeVenjCxfj,6U3ybJ9UHNKEdsH7ktGBZ7,6sqZoZxe9BQwk7Zxh6STfF,53htGvuREf9YT5LYk5HEvb;0.707;0.663;2.0;-7.548;0.0;0.0908;0.276;0.000387;0.693;0.712;94.965;audio_features;5WiShbQYrJnoG7mD961IKY;spotify:track:5WiShbQYrJnoG7mD961IKY;https://api.spotify.com/v1/tracks/5WiShbQYrJnoG7mD961IKY;https://api.spotify.com/v1/audio-analysis/5WiShbQYrJnoG7mD961IKY;249454.0;4.0;;
Positivismo;2.3611;False;2020-01-15T13:48:44Z;Wilson, Geraldo, Noel;1981-02-03;5gcpKqNGPhEtKW5G1ZUZPK;0.75;0.644;0.0;-11.304;1.0;0.21;0.165;0.0;0.0945;0.737;108.772;audio_features;6DWtFuXZbGFe7tqOF2nSod;spotify:track:6DWtFuXZbGFe7tqOF2nSod;https://api.spotify.com/v1/tracks/6DWtFuXZbGFe7tqOF2nSod;https://api.spotify.com/v1/audio-analysis/6DWtFuXZbGFe7tqOF2nSod;141667.0;4.0;;
So Beautiful - Live At Capitol Studios / 2014;7.659366666666667;False;2020-01-14T18:55:27Z;Covered (The Robert Glasper Trio Recorded Live At Capitol Studios);2015-06-16;5cM1PvItlR21WUyBnsdMcn;0.426;0.368;2.0;-19.406;0.0;0.0388;0.752;0.376;0.777;0.277;133.655;audio_features;0wHTLTu9Heub6X9PPvYwQZ;spotify:track:0wHTLTu9Heub6X9PPvYwQZ;https://api.spotify.com/v1/tracks/0wHTLTu9Heub6X9PPvYwQZ;https://api.spotify.com/v1/audio-analysis/0wHTLTu9Heub6X9PPvYwQZ;459562.0;4.0;;
The Eternal Vow;2.9651;False;2020-01-13T14:46:19Z;Classic Yo-Yo;1984;1GhO4jjafkz7yzMcGjGizT,5Dl3HXZjG6ZOWT5cV375lk,3juRubM58lmWiBDGBw5wGH,5axjIS5grj9EJYzXJW10IY,4LjEV5Uda7vRVQtxOc57QD;0.197;0.055;2.0;-24.192;0.0;0.047;0.978;0.947;0.3;0.121;119.926;audio_features;0Cx6Hah9dfJklcyqXQ7ocD;spotify:track:0Cx6Hah9dfJklcyqXQ7ocD;https://api.spotify.com/v1/tracks/0Cx6Hah9dfJklcyqXQ7ocD;https://api.spotify.com/v1/audio-analysis/0Cx6Hah9dfJklcyqXQ7ocD;177907.0;4.0;;
Everything Happens To Me;5.039333333333333;False;2020-01-13T01:22:22Z;It Could Happen To You;1987-01-01;3rxeQlsv0Sc2nyYaZ5W71T;0.533;0.0787;7.0;-20.188;1.0;0.0547;0.904;1.6e-05;0.33;0.208;118.398;audio_features;2d0bYxU8jZntgNb9c1fGF5;spotify:track:2d0bYxU8jZntgNb9c1fGF5;https://api.spotify.com/v1/tracks/2d0bYxU8jZntgNb9c1fGF5;https://api.spotify.com/v1/audio-analysis/2d0bYxU8jZntgNb9c1fGF5;302360.0;4.0;;
Craters;4.173783333333334;False;2020-01-12T21:22:38Z;Sol Empowered;2017-10-13;1cPLFQV7MAWQiaDW5SlUMR,2FMOHE79X98yptp4RpPrt7;0.708;0.225;5.0;-16.759;0.0;0.263;0.628;0.00471;0.131;0.238;92.876;audio_features;5Y0BNdiSJMGMcQK95bxm1M;spotify:track:5Y0BNdiSJMGMcQK95bxm1M;https://api.spotify.com/v1/tracks/5Y0BNdiSJMGMcQK95bxm1M;https://api.spotify.com/v1/audio-analysis/5Y0BNdiSJMGMcQK95bxm1M;250427.0;4.0;;
Colombina;4.76;False;2020-01-11T18:01:27Z;As Segundas Intenções Do Manual;2000-01-01;19nFjml2GjS4LuL4NrDa7D;0.732;0.839;4.0;-8.552;0.0;0.035;0.0702;9.08e-05;0.0568;0.945;130.856;audio_features;4C8KdkMWnXqEWfG6ZPY8eE;spotify:track:4C8KdkMWnXqEWfG6ZPY8eE;https://api.spotify.com/v1/tracks/4C8KdkMWnXqEWfG6ZPY8eE;https://api.spotify.com/v1/audio-analysis/4C8KdkMWnXqEWfG6ZPY8eE;285600.0;4.0;;
Tudo Certo;3.6211;False;2020-01-11T17:59:24Z;Intuição;2002;3flF2SJ6De8yPikxEI5bpY;0.772;0.907;0.0;-4.898;1.0;0.103;0.676;0.00118;0.109;0.857;98.073;audio_features;5I6Vimth7SZgikF9ZKggOt;spotify:track:5I6Vimth7SZgikF9ZKggOt;https://api.spotify.com/v1/tracks/5I6Vimth7SZgikF9ZKggOt;https://api.spotify.com/v1/audio-analysis/5I6Vimth7SZgikF9ZKggOt;217267.0;4.0;;
Minha Historia (Gesubambino);3.0217666666666667;False;2020-01-10T16:30:28Z;Construção;1971-01-01;6tOsSffQQIXmK8TqsDck8t;0.426;0.464;6.0;-7.299;0.0;0.0306;0.401;0.0;0.352;0.361;135.512;audio_features;4zkhHy9rojEZn3jarsPoFe;spotify:track:4zkhHy9rojEZn3jarsPoFe;https://api.spotify.com/v1/tracks/4zkhHy9rojEZn3jarsPoFe;https://api.spotify.com/v1/audio-analysis/4zkhHy9rojEZn3jarsPoFe;181307.0;4.0;;
Acalanto;3.6117666666666666;False;2020-01-09T20:05:07Z;A Vida Me Fez Assim;2002;2j5unrF80yCu3AF8MPE2VE,2bp9eOh1MD4xwxUgFQll36;0.47;0.413;7.0;-10.625;1.0;0.103;0.237;0.0;0.212;0.351;94.03;audio_features;08xiz1ihqAc18LP8X3UkXQ;spotify:track:08xiz1ihqAc18LP8X3UkXQ;https://api.spotify.com/v1/tracks/08xiz1ihqAc18LP8X3UkXQ;https://api.spotify.com/v1/audio-analysis/08xiz1ihqAc18LP8X3UkXQ;216707.0;4.0;;
Feitio de Oração;3.009916666666667;False;2020-01-09T19:45:19Z;Canta Noel;2018-03-09;2j5unrF80yCu3AF8MPE2VE;0.565;0.12;9.0;-10.306;0.0;0.0331;0.943;1.03e-06;0.106;0.294;97.397;audio_features;5iWMlHg4C4co7UC7WmqOs2;spotify:track:5iWMlHg4C4co7UC7WmqOs2;https://api.spotify.com/v1/tracks/5iWMlHg4C4co7UC7WmqOs2;https://api.spotify.com/v1/audio-analysis/5iWMlHg4C4co7UC7WmqOs2;180596.0;4.0;;
Minha Viola;2.913466666666667;False;2020-01-09T19:45:13Z;Canta Noel;2018-03-09;2j5unrF80yCu3AF8MPE2VE,5coeM7OaiVUCX4HjNesOLO;0.673;0.374;0.0;-7.401;1.0;0.064;0.935;1.61e-06;0.0932;0.691;91.064;audio_features;4EwyvYuzpJ7bNfsxy4Cswl;spotify:track:4EwyvYuzpJ7bNfsxy4Cswl;https://api.spotify.com/v1/tracks/4EwyvYuzpJ7bNfsxy4Cswl;https://api.spotify.com/v1/audio-analysis/4EwyvYuzpJ7bNfsxy4Cswl;174809.0;4.0;;
Suite Bergamasque: Clair de Lune;4.626666666666667;False;2020-01-09T14:04:18Z;David Oistrakh: Encores;2018-11-02;7o2OjTu0Ls0xiWl3RzjdVp,7J7lgWyeaBpyuA6ZhCH3jL;0.184;0.0166;1.0;-32.319;1.0;0.0497;0.969;0.127;0.102;0.0637;98.117;audio_features;1Ni7WwEkwkfhpw2xXBRJIN;spotify:track:1Ni7WwEkwkfhpw2xXBRJIN;https://api.spotify.com/v1/tracks/1Ni7WwEkwkfhpw2xXBRJIN;https://api.spotify.com/v1/audio-analysis/1Ni7WwEkwkfhpw2xXBRJIN;277600.0;4.0;;
Água;3.6528833333333335;False;2020-01-09T13:03:25Z;Djavan;1978-01-01;5rrmaoBXZ7Jcs4Qb77j0YA;0.414;0.363;9.0;-13.399;1.0;0.0231;0.0504;1.85e-06;0.0807;0.6;88.586;audio_features;7j9SLvtP89AbYzVhsJVzHm;spotify:track:7j9SLvtP89AbYzVhsJVzHm;https://api.spotify.com/v1/tracks/7j9SLvtP89AbYzVhsJVzHm;https://api.spotify.com/v1/audio-analysis/7j9SLvtP89AbYzVhsJVzHm;219173.0;4.0;;
Harder, Better, Faster, Stronger;3.744883333333333;False;2020-01-07T11:33:04Z;Discovery;2001-03-07;4tZwfgrHOc3mvqYlEYSvVi;0.817;0.716;6.0;-8.898;0.0;0.144;0.0427;0.00263;0.358;0.692;123.475;audio_features;5W3cjX2J3tjhG8zb6u0qHn;spotify:track:5W3cjX2J3tjhG8zb6u0qHn;https://api.spotify.com/v1/tracks/5W3cjX2J3tjhG8zb6u0qHn;https://api.spotify.com/v1/audio-analysis/5W3cjX2J3tjhG8zb6u0qHn;224693.0;4.0;;
Digital Love;5.022883333333334;False;2020-01-07T11:25:12Z;Discovery;2001-03-07;4tZwfgrHOc3mvqYlEYSvVi;0.644;0.664;9.0;-8.398;1.0;0.0333;0.0481;0.862;0.342;0.53;124.726;audio_features;2VEZx7NWsZ1D0eJ4uv5Fym;spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym;https://api.spotify.com/v1/tracks/2VEZx7NWsZ1D0eJ4uv5Fym;https://api.spotify.com/v1/audio-analysis/2VEZx7NWsZ1D0eJ4uv5Fym;301373.0;4.0;;
Something About Us;3.8777666666666666;False;2020-01-07T11:25:01Z;Discovery;2001-03-07;4tZwfgrHOc3mvqYlEYSvVi;0.875;0.475;9.0;-12.673;0.0;0.0986;0.44;0.72;0.046;0.384;99.958;audio_features;1NeLwFETswx8Fzxl2AFl91;spotify:track:1NeLwFETswx8Fzxl2AFl91;https://api.spotify.com/v1/tracks/1NeLwFETswx8Fzxl2AFl91;https://api.spotify.com/v1/audio-analysis/1NeLwFETswx8Fzxl2AFl91;232667.0;4.0;;
