name;durantion_ms;explicit;added_at;album;release_date;artist_id;audio_features.danceability;audio_features.energy;audio_features.key;audio_features.loudness;audio_features.mode;audio_features.speechiness;audio_features.acousticness;audio_features.instrumentalness;audio_features.liveness;audio_features.valence;audio_features.tempo;audio_features.type;audio_features.id;audio_features.uri;audio_features.track_href;audio_features.analysis_url;audio_features.duration_ms;audio_features.time_signature;audio_features.error.status;audio_features.error.message
What They Do;5.953333333333333;True;2019-06-14T18:32:46Z;Illadelph Halflife;1996-09-24;78xUyw6FkVZrRAtziFdtdu;0.885;0.414;0.0;-10.539;1.0;0.168;0.341;0.000289;0.0891;0.683;92.727;audio_features;1B53Y95tPd4ah4FExO0egE;spotify:track:1B53Y95tPd4ah4FExO0egE;https://api.spotify.com/v1/tracks/1B53Y95tPd4ah4FExO0egE;https://api.spotify.com/v1/audio-analysis/1B53Y95tPd4ah4FExO0egE;357200.0;4.0;;
You Got Me;4.321766666666667;True;2019-06-14T18:18:58Z;Things Fall Apart;1999-02-23;78xUyw6FkVZrRAtziFdtdu,7i3os1iEWOn5UpaylRiMw5,7IfculRW2WXyzNQ8djX8WX,4d3yvTptO48nOYTPBcPFZC;0.729;0.442;11.0;-8.106;0.0;0.285;0.151;0.0;0.189;0.757;81.029;audio_features;4pdLZsxq0y5oJDb6Cxlokw;spotify:track:4pdLZsxq0y5oJDb6Cxlokw;https://api.spotify.com/v1/tracks/4pdLZsxq0y5oJDb6Cxlokw;https://api.spotify.com/v1/audio-analysis/4pdLZsxq0y5oJDb6Cxlokw;259307.0;4.0;;
Summertime Magic;3.56;False;2019-06-14T12:12:26Z;Summer Pack;2018-07-11;73sIBHcqh3Z3NyqHKZ7FOL;0.76;0.579;0.0;-7.374;1.0;0.0569;0.0129;0.00351;0.106;0.125;100.01;audio_features;4j3GWI86JvSaF0BLdmgcfF;spotify:track:4j3GWI86JvSaF0BLdmgcfF;https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF;https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF;213600.0;4.0;;
The Poet;4.287333333333334;False;2019-06-12T03:50:51Z;Shadow Theater;2013-01-01;0D3h8NZqNp7BN97JwtV6eW;0.366;0.475;0.0;-9.259;0.0;0.0267;0.795;0.00349;0.14;0.217;106.994;audio_features;7oJgLeTIETiDEqRFaWbS3k;spotify:track:7oJgLeTIETiDEqRFaWbS3k;https://api.spotify.com/v1/tracks/7oJgLeTIETiDEqRFaWbS3k;https://api.spotify.com/v1/audio-analysis/7oJgLeTIETiDEqRFaWbS3k;257240.0;4.0;;
Road Song;6.718216666666667;False;2019-06-12T03:50:47Z;Shadow Theater;2013-01-01;0D3h8NZqNp7BN97JwtV6eW;0.377;0.659;0.0;-10.218;1.0;0.0327;0.729;0.208;0.104;0.156;110.531;audio_features;05dZVtiwKNptJNOXyHFpdb;spotify:track:05dZVtiwKNptJNOXyHFpdb;https://api.spotify.com/v1/tracks/05dZVtiwKNptJNOXyHFpdb;https://api.spotify.com/v1/audio-analysis/05dZVtiwKNptJNOXyHFpdb;403093.0;3.0;;
The Gathering Sky;9.368883333333333;False;2019-06-12T03:49:31Z;Speaking of Now;2002-02-12;4uBSazM6snEc9wCG3jMlYt;0.374;0.375;7.0;-15.104;1.0;0.0311;0.842;0.878;0.0912;0.438;99.302;audio_features;3oivzsIJ2XSHQEGtVQJc80;spotify:track:3oivzsIJ2XSHQEGtVQJc80;https://api.spotify.com/v1/tracks/3oivzsIJ2XSHQEGtVQJc80;https://api.spotify.com/v1/audio-analysis/3oivzsIJ2XSHQEGtVQJc80;562133.0;3.0;;
Another Life;7.1433333333333335;False;2019-06-12T03:49:29Z;Speaking of Now;2002-02-12;4uBSazM6snEc9wCG3jMlYt;0.387;0.221;0.0;-17.846;0.0;0.0292;0.944;0.733;0.0986;0.114;110.698;audio_features;71bRNTgP8fP7WrASyYBrNy;spotify:track:71bRNTgP8fP7WrASyYBrNy;https://api.spotify.com/v1/tracks/71bRNTgP8fP7WrASyYBrNy;https://api.spotify.com/v1/audio-analysis/71bRNTgP8fP7WrASyYBrNy;428600.0;4.0;;
Across the Sky;4.832883333333333;False;2019-06-12T03:49:16Z;Imaginary Day;1997-01-01;4uBSazM6snEc9wCG3jMlYt;0.323;0.374;5.0;-13.798;0.0;0.0302;0.924;0.962;0.0998;0.163;81.521;audio_features;4CusGyF5IJWE93tLyztyYk;spotify:track:4CusGyF5IJWE93tLyztyYk;https://api.spotify.com/v1/tracks/4CusGyF5IJWE93tLyztyYk;https://api.spotify.com/v1/audio-analysis/4CusGyF5IJWE93tLyztyYk;289973.0;4.0;;
Stranger In Town;6.2248833333333335;False;2019-06-12T03:49:07Z;We Live Here;1995-01-01;4uBSazM6snEc9wCG3jMlYt;0.559;0.522;9.0;-14.819;0.0;0.0302;0.816;0.895;0.0817;0.524;147.436;audio_features;3hEamW3waCEm8YVukyJ0vM;spotify:track:3hEamW3waCEm8YVukyJ0vM;https://api.spotify.com/v1/tracks/3hEamW3waCEm8YVukyJ0vM;https://api.spotify.com/v1/audio-analysis/3hEamW3waCEm8YVukyJ0vM;373493.0;4.0;;
Letter from Home;2.56155;False;2019-06-12T03:48:37Z;Letter from Home;1989;4uBSazM6snEc9wCG3jMlYt;0.383;0.0898;8.0;-21.063;1.0;0.0463;0.965;0.878;0.1;0.136;102.683;audio_features;36UtGeeZObmagzzDOLomYR;spotify:track:36UtGeeZObmagzzDOLomYR;https://api.spotify.com/v1/tracks/36UtGeeZObmagzzDOLomYR;https://api.spotify.com/v1/audio-analysis/36UtGeeZObmagzzDOLomYR;153693.0;3.0;;
If I Could;6.9206666666666665;False;2019-06-12T03:48:19Z;First Circle;1984-10-01;4uBSazM6snEc9wCG3jMlYt;0.222;0.0224;7.0;-31.991;1.0;0.0346;0.954;0.847;0.0883;0.0825;82.054;audio_features;5anVCFmiEviwZKxYl7bZZl;spotify:track:5anVCFmiEviwZKxYl7bZZl;https://api.spotify.com/v1/tracks/5anVCFmiEviwZKxYl7bZZl;https://api.spotify.com/v1/audio-analysis/5anVCFmiEviwZKxYl7bZZl;415240.0;4.0;;
Assim Nao Da;6.744433333333333;False;2019-06-12T03:45:00Z;Mistura Fina;1995-01-01;4KmKbbEq6PMnW2TdkrbBIH;0.605;0.495;0.0;-17.341;1.0;0.0481;0.504;0.174;0.0885;0.828;74.393;audio_features;41ufvWZygWFwnQJL6xn09H;spotify:track:41ufvWZygWFwnQJL6xn09H;https://api.spotify.com/v1/tracks/41ufvWZygWFwnQJL6xn09H;https://api.spotify.com/v1/audio-analysis/41ufvWZygWFwnQJL6xn09H;404667.0;4.0;;
Puccini;4.541766666666667;False;2019-06-12T03:44:01Z;Mistura Fina;1995-01-01;4KmKbbEq6PMnW2TdkrbBIH;0.66;0.396;9.0;-18.736;0.0;0.0652;0.672;0.681;0.12;0.374;124.786;audio_features;5n8kyV1JTHoVMwRAzl4lNE;spotify:track:5n8kyV1JTHoVMwRAzl4lNE;https://api.spotify.com/v1/tracks/5n8kyV1JTHoVMwRAzl4lNE;https://api.spotify.com/v1/audio-analysis/5n8kyV1JTHoVMwRAzl4lNE;272507.0;4.0;;
Mistura Fina;5.5811;False;2019-06-12T03:43:58Z;Mistura Fina;1995-01-01;4KmKbbEq6PMnW2TdkrbBIH;0.589;0.52;10.0;-17.766;0.0;0.0502;0.292;0.83;0.0446;0.92;122.968;audio_features;37HThNQ165juTxnnJv3Cwm;spotify:track:37HThNQ165juTxnnJv3Cwm;https://api.spotify.com/v1/tracks/37HThNQ165juTxnnJv3Cwm;https://api.spotify.com/v1/audio-analysis/37HThNQ165juTxnnJv3Cwm;334867.0;4.0;;
Dunia E;5.0071;False;2019-06-12T03:43:31Z;Bonafied;2013-01-01;70wm2qxYZ4i2KqcyyH2GyT;0.709;0.349;2.0;-15.699;1.0;0.057;0.904;0.0032;0.167;0.712;87.883;audio_features;1tAhPmjh3uvn88zJt5kKY1;spotify:track:1tAhPmjh3uvn88zJt5kKY1;https://api.spotify.com/v1/tracks/1tAhPmjh3uvn88zJt5kKY1;https://api.spotify.com/v1/audio-analysis/1tAhPmjh3uvn88zJt5kKY1;300427.0;4.0;;
Manyaka O Brazil;4.106433333333333;False;2019-06-12T03:43:08Z;Tiki;2006;70wm2qxYZ4i2KqcyyH2GyT;0.795;0.63;5.0;-12.278;0.0;0.0585;0.488;0.00269;0.236;0.897;112.98;audio_features;2lSVCO7B9BjbNdVjw64lEO;spotify:track:2lSVCO7B9BjbNdVjw64lEO;https://api.spotify.com/v1/tracks/2lSVCO7B9BjbNdVjw64lEO;https://api.spotify.com/v1/audio-analysis/2lSVCO7B9BjbNdVjw64lEO;246387.0;4.0;;
Kalabancoro;5.428216666666667;False;2019-06-12T03:42:51Z;Bona Makes You Sweat - Live;2008-01-01;70wm2qxYZ4i2KqcyyH2GyT;0.716;0.501;0.0;-11.307;1.0;0.139;0.285;0.045;0.744;0.246;105.637;audio_features;2wRalWQJo6GB3gg97dHu2f;spotify:track:2wRalWQJo6GB3gg97dHu2f;https://api.spotify.com/v1/tracks/2wRalWQJo6GB3gg97dHu2f;https://api.spotify.com/v1/audio-analysis/2wRalWQJo6GB3gg97dHu2f;325693.0;4.0;;
Please Don't Stop;3.99355;False;2019-06-12T03:42:18Z;Tiki;2006;70wm2qxYZ4i2KqcyyH2GyT,5y2Xq6xcjJb2jVM54GHK3t;0.716;0.563;5.0;-10.418;0.0;0.133;0.558;7.41e-06;0.0454;0.717;90.082;audio_features;5LHqxKauqQUsZeDKwllkmf;spotify:track:5LHqxKauqQUsZeDKwllkmf;https://api.spotify.com/v1/tracks/5LHqxKauqQUsZeDKwllkmf;https://api.spotify.com/v1/audio-analysis/5LHqxKauqQUsZeDKwllkmf;239613.0;4.0;;
Calçadao de Copacabana;4.116883333333333;False;2019-06-12T03:42:14Z;Tiki;2006;70wm2qxYZ4i2KqcyyH2GyT;0.752;0.562;4.0;-12.906;0.0;0.044;0.204;0.101;0.112;0.795;154.045;audio_features;0M0SbjUeNwbFsao7nY2k0d;spotify:track:0M0SbjUeNwbFsao7nY2k0d;https://api.spotify.com/v1/tracks/0M0SbjUeNwbFsao7nY2k0d;https://api.spotify.com/v1/audio-analysis/0M0SbjUeNwbFsao7nY2k0d;247013.0;4.0;;
Kalabancoro;4.09955;False;2019-06-12T03:42:01Z;Munia (The Tale);2003-01-01;70wm2qxYZ4i2KqcyyH2GyT,0VVnWF3KNaa5O7ESohKhAx;0.494;0.81;1.0;-8.079;0.0;0.0772;0.353;0.00111;0.0799;0.626;95.331;audio_features;0nj4U1atLpsFiimJSZu7Qq;spotify:track:0nj4U1atLpsFiimJSZu7Qq;https://api.spotify.com/v1/tracks/0nj4U1atLpsFiimJSZu7Qq;https://api.spotify.com/v1/audio-analysis/0nj4U1atLpsFiimJSZu7Qq;245973.0;4.0;;
Clube Da Esquina;2.7993333333333332;False;2019-06-12T03:41:24Z;Milton;1970-01-01;3Bnq7jiU506HcPjRgQ43TM;0.338;0.184;6.0;-18.225;0.0;0.0406;0.789;9.57e-06;0.113;0.537;204.349;audio_features;40OcSQHDpGOftBi4Hjyegl;spotify:track:40OcSQHDpGOftBi4Hjyegl;https://api.spotify.com/v1/tracks/40OcSQHDpGOftBi4Hjyegl;https://api.spotify.com/v1/audio-analysis/40OcSQHDpGOftBi4Hjyegl;167960.0;3.0;;
Cravo E Canela (Clove And Cinnamon);3.7388833333333333;False;2019-06-12T03:40:32Z;Milton;1976-01-01;3Bnq7jiU506HcPjRgQ43TM;0.665;0.749;7.0;-10.551;1.0;0.0464;0.39;0.00355;0.049;0.915;118.427;audio_features;2X9cCCu39EzuVROpdlRnrf;spotify:track:2X9cCCu39EzuVROpdlRnrf;https://api.spotify.com/v1/tracks/2X9cCCu39EzuVROpdlRnrf;https://api.spotify.com/v1/audio-analysis/2X9cCCu39EzuVROpdlRnrf;224333.0;3.0;;
Nothing Will Be As It Was (Nada Sera Como Antes);3.8937666666666666;False;2019-06-12T03:40:28Z;Milton;1976-01-01;3Bnq7jiU506HcPjRgQ43TM;0.519;0.748;7.0;-9.245;0.0;0.0466;0.49;0.0028;0.142;0.883;138.251;audio_features;73G5h4k7ItWxR8xfi1dow1;spotify:track:73G5h4k7ItWxR8xfi1dow1;https://api.spotify.com/v1/tracks/73G5h4k7ItWxR8xfi1dow1;https://api.spotify.com/v1/audio-analysis/73G5h4k7ItWxR8xfi1dow1;233627.0;4.0;;
Fairy Tale Song (Cade);4.194;False;2019-06-12T03:40:25Z;Milton;1976-01-01;3Bnq7jiU506HcPjRgQ43TM;0.555;0.644;11.0;-10.907;0.0;0.034;0.299;0.00986;0.136;0.873;137.32;audio_features;1u194uBwdunEzhJfAGSqfR;spotify:track:1u194uBwdunEzhJfAGSqfR;https://api.spotify.com/v1/tracks/1u194uBwdunEzhJfAGSqfR;https://api.spotify.com/v1/audio-analysis/1u194uBwdunEzhJfAGSqfR;251640.0;4.0;;
Ponta De Areia;4.54555;False;2019-06-12T03:39:59Z;Minas;1975;3Bnq7jiU506HcPjRgQ43TM;0.332;0.389;10.0;-12.873;1.0;0.0353;0.549;0.000324;0.435;0.27;141.294;audio_features;3dcV8bU38MVHhoKgTcjqCa;spotify:track:3dcV8bU38MVHhoKgTcjqCa;https://api.spotify.com/v1/tracks/3dcV8bU38MVHhoKgTcjqCa;https://api.spotify.com/v1/audio-analysis/3dcV8bU38MVHhoKgTcjqCa;272733.0;4.0;;
Cais;2.756;False;2019-06-12T03:39:32Z;Clube Da Esquina;1972;3Bnq7jiU506HcPjRgQ43TM;0.485;0.111;8.0;-22.847;1.0;0.0323;0.855;0.000624;0.202;0.171;94.804;audio_features;3TZWujaYzkIxj0Encx4pbe;spotify:track:3TZWujaYzkIxj0Encx4pbe;https://api.spotify.com/v1/tracks/3TZWujaYzkIxj0Encx4pbe;https://api.spotify.com/v1/audio-analysis/3TZWujaYzkIxj0Encx4pbe;165360.0;4.0;;
Para Lennon E McCartney;2.2784333333333335;False;2019-06-12T03:39:18Z;Milton;1970-01-01;3Bnq7jiU506HcPjRgQ43TM;0.407;0.521;0.0;-12.511;0.0;0.0297;0.32;4.1e-06;0.128;0.829;98.867;audio_features;4Hr5VM6DtRAy8eD3bqNb0o;spotify:track:4Hr5VM6DtRAy8eD3bqNb0o;https://api.spotify.com/v1/tracks/4Hr5VM6DtRAy8eD3bqNb0o;https://api.spotify.com/v1/audio-analysis/4Hr5VM6DtRAy8eD3bqNb0o;136707.0;4.0;;
Going to California - 2012 Remaster;3.536;False;2019-06-12T03:38:08Z;Led Zeppelin IV (Remaster);1971-11-08;36QJpDe2go2KgaRleHCDTp;0.503;0.265;2.0;-15.913;1.0;0.0333;0.943;0.045;0.0867;0.522;78.044;audio_features;1YVc2NJBwOtAebQiSUbt5T;spotify:track:1YVc2NJBwOtAebQiSUbt5T;https://api.spotify.com/v1/tracks/1YVc2NJBwOtAebQiSUbt5T;https://api.spotify.com/v1/audio-analysis/1YVc2NJBwOtAebQiSUbt5T;212161.0;4.0;;
The Battle of Evermore - 2012 Remaster;5.861283333333334;False;2019-06-12T03:37:43Z;Led Zeppelin IV (Remaster);1971-11-08;36QJpDe2go2KgaRleHCDTp;0.42;0.662;4.0;-9.828;0.0;0.0341;0.656;0.000423;0.096;0.378;147.949;audio_features;6KCjY5kHvgWaWcAV6BBzxO;spotify:track:6KCjY5kHvgWaWcAV6BBzxO;https://api.spotify.com/v1/tracks/6KCjY5kHvgWaWcAV6BBzxO;https://api.spotify.com/v1/audio-analysis/6KCjY5kHvgWaWcAV6BBzxO;351678.0;4.0;;
'Til It's Over;3.368;False;2019-06-12T01:48:07Z;'Til It's Over;2018-04-06;3jK9MiCrA42lLAdMGUZpwa;0.745;0.647;7.0;-9.494;0.0;0.119;0.175;0.000309;0.0529;0.395;144.014;audio_features;0zYkf4pCiGAhEp5Z3iUkml;spotify:track:0zYkf4pCiGAhEp5Z3iUkml;https://api.spotify.com/v1/tracks/0zYkf4pCiGAhEp5Z3iUkml;https://api.spotify.com/v1/audio-analysis/0zYkf4pCiGAhEp5Z3iUkml;202080.0;4.0;;
Enough - Live From The Royal Albert Hall,United Kingdom/2012;3.782;False;2019-06-11T03:00:15Z;Live At The Royal Albert Hall;2013-01-01;7sfgqEdoeBTjd8lQsPT3Cy;0.458;0.42;0.0;-12.537;1.0;0.041;0.796;0.0;0.948;0.286;142.125;audio_features;5FFa30YpUGbvCKov8sG1XH;spotify:track:5FFa30YpUGbvCKov8sG1XH;https://api.spotify.com/v1/tracks/5FFa30YpUGbvCKov8sG1XH;https://api.spotify.com/v1/audio-analysis/5FFa30YpUGbvCKov8sG1XH;226920.0;3.0;;
Who Is He And What Is He To You;4.827333333333334;False;2019-06-11T02:50:46Z;Peace Beyond Passion;1996-01-01;0uZRjholJ0fVC2J9EvnYnj;0.914;0.517;6.0;-7.58;0.0;0.033;0.179;0.149;0.0678;0.774;98.116;audio_features;2OdtM5DtnEuMYPUGzkmNR7;spotify:track:2OdtM5DtnEuMYPUGzkmNR7;https://api.spotify.com/v1/tracks/2OdtM5DtnEuMYPUGzkmNR7;https://api.spotify.com/v1/audio-analysis/2OdtM5DtnEuMYPUGzkmNR7;289274.0;4.0;;
When It's Over;7.927866666666667;False;2019-06-11T02:47:43Z;Hindsight;2017-09-01;6GcgRheAQRGpkEhsg5nG6m;0.57;0.336;0.0;-10.803;0.0;0.0446;0.717;0.194;0.113;0.213;136.278;audio_features;5aHyXOSPmoh48yLarWbEk7;spotify:track:5aHyXOSPmoh48yLarWbEk7;https://api.spotify.com/v1/tracks/5aHyXOSPmoh48yLarWbEk7;https://api.spotify.com/v1/audio-analysis/5aHyXOSPmoh48yLarWbEk7;475672.0;4.0;;
Crush - Live;15.87755;False;2019-06-11T02:47:26Z;Guitar Band;2017-03-17;6GcgRheAQRGpkEhsg5nG6m;0.424;0.306;4.0;-12.237;0.0;0.0577;0.172;0.472;0.702;0.179;86.513;audio_features;17O9ymqv7ymmZea2JQM5eG;spotify:track:17O9ymqv7ymmZea2JQM5eG;https://api.spotify.com/v1/tracks/17O9ymqv7ymmZea2JQM5eG;https://api.spotify.com/v1/audio-analysis/17O9ymqv7ymmZea2JQM5eG;952653.0;4.0;;
Black Kennedy;4.21655;False;2019-06-10T22:39:45Z;August Greene;2018-05-11;7KIFh8WDiqlz1Dlopd03cy,2GHclqNVjqGuiE5mA7BEoc,5cM1PvItlR21WUyBnsdMcn,6e7BQ0gM6o8ecMXRZkXxlZ;0.784;0.562;10.0;-10.886;1.0;0.413;0.0613;2.05e-06;0.081;0.582;91.099;audio_features;6yqh2nC9bh6AmERjlxaQ69;spotify:track:6yqh2nC9bh6AmERjlxaQ69;https://api.spotify.com/v1/tracks/6yqh2nC9bh6AmERjlxaQ69;https://api.spotify.com/v1/audio-analysis/6yqh2nC9bh6AmERjlxaQ69;252994.0;4.0;;
Some Kind Of Wonderful - Remastered;6.54555;False;2019-06-09T13:10:28Z;All The Girls In The World Beware!!! (Remastered);1974-12-01;0qEcf3SFlpRcb3lK3f2GZI;0.575;0.808;2.0;-6.99;1.0;0.398;0.236;1.16e-05;0.21;0.155;121.45;audio_features;0z8NcXHuQGSWSWkyfVZVkp;spotify:track:0z8NcXHuQGSWSWkyfVZVkp;https://api.spotify.com/v1/tracks/0z8NcXHuQGSWSWkyfVZVkp;https://api.spotify.com/v1/audio-analysis/0z8NcXHuQGSWSWkyfVZVkp;392733.0;4.0;;
People, Let's Stop The War - Remastered;5.2071;False;2019-06-09T12:58:29Z;E Pluribus Funk (Remastered);2002-01-01;0qEcf3SFlpRcb3lK3f2GZI;0.402;0.818;9.0;-6.588;1.0;0.0496;0.0168;0.0211;0.0962;0.562;91.938;audio_features;3GMQXMr7XFd9zwg3tnZpsV;spotify:track:3GMQXMr7XFd9zwg3tnZpsV;https://api.spotify.com/v1/tracks/3GMQXMr7XFd9zwg3tnZpsV;https://api.spotify.com/v1/audio-analysis/3GMQXMr7XFd9zwg3tnZpsV;312427.0;4.0;;
Love Rollercoaster;4.836;False;2019-06-09T12:54:26Z;Honey;1975-08-16;6m30rs1IQqnWqV5nKMpU7U;0.613;0.82;0.0;-10.175;1.0;0.0737;0.181;1.45e-06;0.049;0.465;115.125;audio_features;1hRDHWWealh2Pk3fnpIe75;spotify:track:1hRDHWWealh2Pk3fnpIe75;https://api.spotify.com/v1/tracks/1hRDHWWealh2Pk3fnpIe75;https://api.spotify.com/v1/audio-analysis/1hRDHWWealh2Pk3fnpIe75;290160.0;4.0;;
Super Freak;3.4244333333333334;False;2019-06-09T12:53:10Z;Street Songs (Deluxe Edition);1981-04-07;0FrpdcVlJQqibaz5HfBUrL;0.838;0.794;9.0;-8.245;0.0;0.0531;0.22;0.0;0.0575;0.962;132.446;audio_features;2dCmGcEOQrMQhMMS8Vj7Ca;spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca;https://api.spotify.com/v1/tracks/2dCmGcEOQrMQhMMS8Vj7Ca;https://api.spotify.com/v1/audio-analysis/2dCmGcEOQrMQhMMS8Vj7Ca;205467.0;4.0;;
What Cha' Gonna Do for Me;3.9044333333333334;False;2019-06-09T12:50:45Z;What Cha' Gonna Do For Me;1981;6mQfAAqZGBzIfrmlZCeaYT;0.684;0.64;5.0;-9.906;0.0;0.0309;0.221;0.0102;0.179;0.777;106.023;audio_features;7e176FKv7cq6SG9EXYMLoQ;spotify:track:7e176FKv7cq6SG9EXYMLoQ;https://api.spotify.com/v1/tracks/7e176FKv7cq6SG9EXYMLoQ;https://api.spotify.com/v1/audio-analysis/7e176FKv7cq6SG9EXYMLoQ;234267.0;4.0;;
The Speed of Love;3.60555;False;2019-06-09T12:49:30Z;Powerlight;1982;4QQgXkCYTt3BlENzhyNETg;0.674;0.481;4.0;-12.417;0.0;0.0533;0.0281;5.25e-05;0.0683;0.383;103.144;audio_features;789N3PERdR0UHhF5Pz9mez;spotify:track:789N3PERdR0UHhF5Pz9mez;https://api.spotify.com/v1/tracks/789N3PERdR0UHhF5Pz9mez;https://api.spotify.com/v1/audio-analysis/789N3PERdR0UHhF5Pz9mez;216333.0;4.0;;
Let's Groove;5.655333333333333;False;2019-06-09T12:49:16Z;Raise!;1981-11-14;4QQgXkCYTt3BlENzhyNETg;0.869;0.648;11.0;-8.698;0.0;0.0633;0.121;2.17e-05;0.126;0.9;125.035;audio_features;3koCCeSaVUyrRo3N2gHrd8;spotify:track:3koCCeSaVUyrRo3N2gHrd8;https://api.spotify.com/v1/tracks/3koCCeSaVUyrRo3N2gHrd8;https://api.spotify.com/v1/audio-analysis/3koCCeSaVUyrRo3N2gHrd8;339320.0;4.0;;
Pride;4.184;False;2019-06-09T12:49:03Z;Faces;1980-10-14;4QQgXkCYTt3BlENzhyNETg;0.755;0.864;7.0;-10.6;1.0;0.0635;0.0851;0.00356;0.575;0.659;115.935;audio_features;7aVjYgXQes5IvugMb0oU3R;spotify:track:7aVjYgXQes5IvugMb0oU3R;https://api.spotify.com/v1/tracks/7aVjYgXQes5IvugMb0oU3R;https://api.spotify.com/v1/audio-analysis/7aVjYgXQes5IvugMb0oU3R;251040.0;4.0;;
In the Stone;4.808;False;2019-06-09T12:48:48Z;I Am;1979-06;4QQgXkCYTt3BlENzhyNETg;0.656;0.662;4.0;-10.346;1.0;0.0493;0.0964;0.000612;0.0853;0.717;114.612;audio_features;3qZHUZTQiTMfJXcUYzY5mT;spotify:track:3qZHUZTQiTMfJXcUYzY5mT;https://api.spotify.com/v1/tracks/3qZHUZTQiTMfJXcUYzY5mT;https://api.spotify.com/v1/audio-analysis/3qZHUZTQiTMfJXcUYzY5mT;288480.0;4.0;;
Magic Mind;3.648216666666667;False;2019-06-09T12:48:13Z;All 'N All;1977-11-21;4QQgXkCYTt3BlENzhyNETg;0.724;0.533;0.0;-10.406;1.0;0.0364;0.106;0.43;0.156;0.931;126.177;audio_features;0b7SIdFsglpqZZsNIUc8jJ;spotify:track:0b7SIdFsglpqZZsNIUc8jJ;https://api.spotify.com/v1/tracks/0b7SIdFsglpqZZsNIUc8jJ;https://api.spotify.com/v1/audio-analysis/0b7SIdFsglpqZZsNIUc8jJ;218893.0;4.0;;
Beijo (Interlude);1.3357666666666668;False;2019-06-09T12:48:09Z;All 'N All;1977-11-21;4QQgXkCYTt3BlENzhyNETg;0.841;0.752;11.0;-11.165;0.0;0.0898;0.248;0.0068;0.105;0.549;112.362;audio_features;2RaN7kGPxuT3wvpdw9dyND;spotify:track:2RaN7kGPxuT3wvpdw9dyND;https://api.spotify.com/v1/tracks/2RaN7kGPxuT3wvpdw9dyND;https://api.spotify.com/v1/audio-analysis/2RaN7kGPxuT3wvpdw9dyND;80147.0;4.0;;
Serpentine Fire;3.846;False;2019-06-09T12:48:02Z;All 'N All;1977-11-21;4QQgXkCYTt3BlENzhyNETg;0.773;0.917;0.0;-7.333;1.0;0.037;0.184;0.00463;0.116;0.946;139.872;audio_features;0KDc8l4VNTu6OkMYK9D7HC;spotify:track:0KDc8l4VNTu6OkMYK9D7HC;https://api.spotify.com/v1/tracks/0KDc8l4VNTu6OkMYK9D7HC;https://api.spotify.com/v1/audio-analysis/0KDc8l4VNTu6OkMYK9D7HC;230760.0;4.0;;
Getaway;3.784666666666667;False;2019-06-09T12:47:51Z;Spirit;1976-09;4QQgXkCYTt3BlENzhyNETg;0.724;0.879;5.0;-9.412;0.0;0.0369;0.124;0.0155;0.359;0.826;112.595;audio_features;67J6NR2Tdl0h2epWHcCBBN;spotify:track:67J6NR2Tdl0h2epWHcCBBN;https://api.spotify.com/v1/tracks/67J6NR2Tdl0h2epWHcCBBN;https://api.spotify.com/v1/audio-analysis/67J6NR2Tdl0h2epWHcCBBN;227080.0;4.0;;
Focus;3.33555;False;2019-06-09T12:45:54Z;H.E.R.;2017-10-20;3Y7RZ31TRPVadSFVy1o8os;0.415;0.313;1.0;-12.945;0.0;0.0561;0.255;1.4e-05;0.117;0.0875;84.953;audio_features;3tZs3nVjySLbL320lP4mvs;spotify:track:3tZs3nVjySLbL320lP4mvs;https://api.spotify.com/v1/tracks/3tZs3nVjySLbL320lP4mvs;https://api.spotify.com/v1/audio-analysis/3tZs3nVjySLbL320lP4mvs;200133.0;4.0;;
Colors In The Dark;4.809383333333333;False;2019-06-08T13:37:32Z;Collagically Speaking;2018-06-15;6YwDgZxJVXO6N24VU8XMU5;0.37;0.542;1.0;-10.366;1.0;0.0387;0.223;0.545;0.103;0.142;121.716;audio_features;48Fbw0y8ofNfTHmuezhNPm;spotify:track:48Fbw0y8ofNfTHmuezhNPm;https://api.spotify.com/v1/tracks/48Fbw0y8ofNfTHmuezhNPm;https://api.spotify.com/v1/audio-analysis/48Fbw0y8ofNfTHmuezhNPm;288564.0;4.0;;
By Design;5.4524333333333335;True;2019-06-08T13:37:23Z;Collagically Speaking;2018-06-15;6YwDgZxJVXO6N24VU8XMU5;0.614;0.336;1.0;-11.643;1.0;0.0276;0.579;0.451;0.617;0.35;95.02;audio_features;4HltUhQXotO1Hzkrl5eKIo;spotify:track:4HltUhQXotO1Hzkrl5eKIo;https://api.spotify.com/v1/tracks/4HltUhQXotO1Hzkrl5eKIo;https://api.spotify.com/v1/audio-analysis/4HltUhQXotO1Hzkrl5eKIo;327147.0;4.0;;
