id;artist_name;artist_popularity;artist_followers;artist_genres
00Nnsh2ykMBYnCDsSFGXSY;Earl Klugh;51;98263;jazz guitar,smooth jazz
01QTIT5P1pFP3QnnFSdsJf;Lupe Fiasco;70;1375115;chicago rap,conscious hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop
01UzgUtDa2NqWuvUjrrl3p;Heitor Villa-Lobos;48;46097;brazilian composition,classical,early modern classical,latin classical,neoclassicism
01aC2ikO4Xgb2LUpf9JfKp;Gary Clark Jr.;64;669283;blues rock,electric blues,funk,garage rock,modern blues,modern blues rock,rock,soul blues,texas blues
03YhcM6fxypfwckPCQV8pQ;Wes Montgomery;56;143392;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz guitar,soul jazz
0405vQf1OWX5FCqlOTmIP7;Dave O'Donnell;18;13;
04HwdlOSZ8Rnmp4D3vyjI2;Nigel Hall;37;5982;modern funk,new orleans funk
05YVYeV4HxYp5rrWalvuE1;Grover Washington, Jr.;60;128712;jazz funk,smooth jazz
05oH07COxkXKIMt6mIPRee;Brandy;70;1655418;dance pop,hip hop,hip pop,neo soul,pop,pop rap,r&b,urban contemporary
073AjXFaMayG50bDyAopud;Lee Moses;41;19212;southern soul
07d5etnpjriczFBB8pxmRe;BJ The Chicago Kid;70;293164;alternative r&b,chicago rap,deep pop r&b,hip hop,indie r&b,indie soul,neo soul,rap,southern hip hop,underground hip hop
08YadB7oKIN5eIRT7y6xLN;Stephanie McKay;33;2800;
09hVIj6vWgoCDtT03h8ZCa;A Tribe Called Quest;71;1202211;alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,jazz rap,queens hip hop,rap
0AD4odMWVQ2wUSlgxOB5Rl;Jeff Beck;58;419364;album rock,art rock,blues,blues rock,british blues,classic rock,electric blues,hard rock,instrumental rock,jazz fusion,psychedelic rock,rock,roots rock,symphonic rock
0AepkoQhYvkjEzzwIcGxdV;Jacob Banks;65;281066;indie r&b,uk contemporary r&b
0CUpzKPDfIVzYqMn47jiV3;Curtis Harding;55;111258;funk,soul
0D3h8NZqNp7BN97JwtV6eW;Tigran Hamasyan;48;75886;contemporary jazz,jazz piano,modern jazz piano
0F3Aew9DSd6fb6192K1K0Y;Keith Jarrett;60;195358;contemporary jazz,contemporary post-bop,cool jazz,ecm-style jazz,jazz,jazz fusion,jazz piano
0FMucZsEnCxs5pqBjHjIc8;Stan Getz;68;248184;adult standards,bebop,bossa nova,cool jazz,jazz,jazz saxophone,latin jazz,vocal jazz
0FPWyyf6MD4QZTj3aypD3O;We Are KING;39;24599;neo r&b
0FrpdcVlJQqibaz5HfBUrL;Rick James;63;676053;disco,funk,motown,post-disco,quiet storm,soul,synth funk
0HU0U9kdXEHZVxUNbuQe8S;Donny Hathaway;63;328651;chicago soul,classic soul,funk,motown,neo soul,quiet storm,soul,southern soul,vocal jazz
0HWuonL171C0P8kDgweL4B;Walter Hendl;18;24;
0IVcLMMbm05VIjnzPkGCyp;J Dilla;62;380074;alternative hip hop,detroit hip hop,hip hop
0Io9fKTUGm2NhVhIOQuYds;Oswaldinho;30;1386;forro,forro tradicional
0IwfuIL3gUJxjzUqY3wJ3j;Billy Cobham;45;68156;jazz drums,jazz funk,jazz fusion
0JCxGVxsISZzJHJPUOtceB;Tower Of Power;54;185164;funk,jazz funk,jazz fusion,modern funk
0JM134st8VY7Ld9T2wQiH0;Coleman Hawkins;51;84580;bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz saxophone,soul jazz,stride,swing,vocal jazz
0JbqyQSsMK7TavqlR0yNON;Bobbi Humphrey;41;31391;funk,jazz flute,jazz funk,soul jazz
0K9pSmFx0kWESA9jqx8aCW;Gaby Moreno;62;55752;guatemalan pop,rock chapin
0Ku5VBNL7cfGXRhp2BxXEQ;Charles Dutoit;59;2413;classical performance,orchestral performance
0Lj0QrdoNswo2w8NOP9CAH;Shaz Sheferd;5;0;
0Mz5XE0kb1GBnbLQm2VbcO;Mos Def;67;857529;alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,southern hip hop
0N41KJ4H6bkPAm2tx7VS8C;Anna Wise;58;44982;alternative r&b,escape room,indie r&b,indie soul
0N5PyKJzS3M1XNlaCL7bbE;Wilson Pickett;61;378488;brill building pop,classic rock,classic soul,folk rock,funk,memphis soul,motown,rock-and-roll,soul,southern soul
0NSO0g40h9CTj13hKPskeb;Ibrahim Maalouf;59;168946;arabic jazz,french jazz,jazz trumpet
0ONHkAv9pCAFxb0zJwDNTy;Pusha T;74;1630015;gangster rap,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop
0OoOBeRsejOlI6XucsBAXP;James Poyser;35;949;
0PDqlUGugF5Jt6DZyATvfz;Betty Wright;55;143860;classic soul,funk,motown,quiet storm,soul,southern soul
0PFtn5NtBbbUNbU9EAmIWF;TOTO;76;1464500;album rock,classic rock,mellow gold,rock,soft rock,yacht rock
0PaGaCXtn1dCzR0hZwy3iX;Datcha;11;23;
0QJIPDAEDILuo8AIq3pMuU;M.I.A.;68;895538;art pop,dance pop,escape room,new rave
0QWrMNukfcVOmgEU0FEDyD;Jacob Collier;64;242685;indie soul,uk alternative pop
0RSWHhBUwW7lhCqXqxKxWN;Cartola;57;324306;bossa nova,forro,mpb,pagode,samba,velha guarda
0SPbho0MYZZGtCWNLr4SPV;Logan Richardson;18;3121;contemporary jazz
0SUcDzBzEoBg9ehXUXCx36;Aline Morena;9;202;
0SlNRZ8zBLAgyB1lsoYxAa;Gewandhausorchester Leipzig;57;10150;classical performance,orchestra
0TkqXdyWLsssJH7okthMPQ;Jay Electronica;62;148784;alternative hip hop,conscious hip hop,hip hop,psychedelic hip hop,rap,southern hip hop,underground hip hop
0VSgciOd32tP2Yna1w4vDr;Baden Powell;51;93349;bossa nova,brazilian composition,brazilian jazz,choro,forro,jazz guitar,mpb,samba,velha guarda,violao
0VVnWF3KNaa5O7ESohKhAx;Salif Keita;51;81427;afropop,malian blues,mande pop,world
0Vz0vgVrclNJlHBLrgjklY;Kenny Garrett;41;38642;bebop,contemporary jazz,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz saxophone
0W498bDDNlJIrYMKXdpLHA;Roberta Flack;66;534790;adult standards,classic soul,disco,funk,mellow gold,motown,quiet storm,soft rock,soul,vocal jazz
0WZ7IgzdjPvwFdjDjjuZm7;Esther Phillips;46;27256;classic soul,jazz blues,rhythm and blues,soul
0WwfgjL5zKfZV3WTlmmoKk;The Metropole Orchestra;22;1034;
0Z5FMozvx15nUSUA6a9kkU;The Comet Is Coming;48;80183;british jazz,chamber psych,indie jazz
0ZS8ggGhsmKeyF5GUL2RWg;Wayne Vaughn;12;13;
0ZqhrTXYPA9DZR527ZnFdO;Wayne Shorter;52;126679;avant-garde jazz,bebop,contemporary jazz,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz,vocal jazz
0asVlqTLu3TimnYVyY5Jxi;Tune-Yards;49;175571;art pop,chamber pop,escape room,experimental pop,freak folk,indie pop,indie rock,one-person band
0bzfPKdbXL5ezYW2z3UGQj;Michael Kiwanuka;70;785761;british soul,funk,neo soul,soul
0ctjXj4AKsMtj6Tsm0JzSj;Shai Maestro;38;14853;contemporary jazz,ecm-style jazz,israeli jazz
0cxXnDhpgxcMMkKddhORHY;Gustavo Dudamel;50;39895;classical performance,orchestral performance
0du5cEVh5yTK9QJze8zA0C;Bruno Mars;89;25203838;pop,post-teen pop
0eRbECAGCLLiTyVXPBRexU;Jon Batiste;50;48393;new orleans jazz
0eV7uNHXarEGKmDzr5jPxp;The Family;49;4405;
0f8MDDzIc6M4uH1xH0o0gy;Robert Johnson;53;393328;acoustic blues,blues,blues rock,delta blues,traditional blues
0fA0VVWsXO9YnASrzqfmYu;Kid Cudi;87;3724483;hip hop,pop rap,rap
0fTHKjepK5HWOrb2rkS5Em;Freddie Hubbard;51;108295;avant-garde jazz,bebop,big band,contemporary jazz,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz trumpet,soul jazz,vocal jazz
0fTav4sBLmYOAzKuJw0grL;Mac Ayres;66;260625;alternative r&b,indie r&b
0ffXbLm7KIcfu3M1ee0UkP;Algebra Blessett;33;33901;neo soul
0gdEDrF1Fve7FIBYcmX7W4;Kelly Finnigan;40;6693;neo soul
0hDjKSKjl1DC7ovYTDJHe8;Bruno Major;71;359245;indie r&b,pop
0hEurMDQu99nJRq8pTxO14;John Mayer;84;4534072;neo mellow,pop,pop rock,singer-songwriter
0hPar6ePAELiu9rYMdvMEo;Alcione;62;446220;axe,mpb,pagode,samba
0huGjMyP507tBCARyzSkrv;YBN Cordae;73;1050395;dmv rap,hip hop,pop rap,rap,trap,underground hip hop,vapor trap
0iOVhN3tnSvgDbcg25JoJb;Etta James;69;998956;adult standards,jazz blues,soul,soul blues,torch song,vocal jazz
0id62QV2SZZfvBn9xpmuCl;Aloe Blacc;75;577436;r&b
0jOs0wnXCu1bGGP7kh5uIu;Tim Maia;66;845321;bossa nova,brazilian boogie,brazilian soul,mpb,samba
0k17h0D3J5VfsdmQ1iZtE9;Pink Floyd;83;12140335;album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock
0kEfub5RzlZOB2zGomqVSU;Gil Scott-Heron;58;178499;conscious hip hop,funk,jazz funk,slam poetry,soul
0kbYTNQb4Pb1rPbbaF0pT4;Miles Davis;68;1791609;bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz trumpet
0lEssBAxQl2In4RpaB1C2Y;Talib Kweli;61;388214;alternative hip hop,conscious hip hop,east coast hip hop,hardcore hip hop,hip hop,southern hip hop
0lTr2hteHyTLbCmgUpLf8J;Roberto Ribeiro;37;39784;choro,pagode,samba,samba-enredo,velha guarda
0ldU0QJm31y0d6f57R1G2A;Oscar Peterson Trio;61;106961;adult standards,bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz trio,soul jazz,stride,vocal jazz
0le01dl1WllSHhjEXRl4in;Tamia;66;829058;canadian pop,dance pop,deep pop r&b,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary
0mFoqJiNDtYntypvy6roGR;William Bell;45;38114;classic soul,funk,memphis soul,motown,soul,southern soul
0mpFXzm8CkqkhvN4PLCYkV;Chachi;44;2485;deep tropical house
0oBsnAC3fzYkTHF3bkfNx6;Phony Ppl;59;153810;alternative r&b,indie soul,neo r&b
0oSGxfWSnnOXhD2fKuz2Gy;David Bowie;82;5459641;album rock,art rock,classic rock,dance rock,glam rock,permanent wave,protopunk,rock
0qEcf3SFlpRcb3lK3f2GZI;Grand Funk Railroad;59;524064;album rock,art rock,blues rock,classic rock,country rock,folk rock,hard rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,symphonic rock
0qeCnlpThKmwCQezKhnVQb;Malaya;35;312;
0qmUElN0l9LfpXv3i4qIyR;Uncle Chucc;23;296;
0rS1Y2DkDJhLiaR0MyJyCg;Kneebody;27;16804;contemporary jazz,progressive jazz fusion
0rSTXALHu0EKAawPLBdODH;Marisa Monte;67;1215280;bossa nova,mpb,nova mpb
0si9BxvM2C33fAIkr1pgUc;Charlie Hunter;46;34712;jazz funk,jazz fusion,jazz guitar,soul jazz
0stUqizZGDiDTuHwD5PAxu;Howard Brubeck;11;22;
0t2xdTxRXnffsmpMamH8Ls;Paulinho Da Viola;55;191766;bossa nova,forro,mpb,pagode,samba,velha guarda,violao
0trib6wgWtz8KhGTbhLb5m;Gerson King Combo;24;6674;brazilian soul
0uNEy4544VZq2KOl7BsLuo;Lalah Hathaway;54;250707;neo r&b,neo soul,quiet storm,r&b,soul,urban contemporary
0uZRjholJ0fVC2J9EvnYnj;Meshell Ndegeocello;49;109682;funk,neo soul
0un6YenPxWZ2VW4aFGMupM;Floetry;51;433351;british soul,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary
0vqkz1b2qBkoYrGMj2CUWq;Bobby Womack;60;435894;classic soul,disco,funk,motown,quiet storm,soul,southern soul
0wTdAqanDZiEonTBUmBSQh;Eric Harland;43;5139;contemporary jazz,jazz drums
0xOeVMOz2fVg5BJY3N6akT;Jaden;77;1108775;hip hop,pop,rap
